"ILL250","Moleculo","PacBio","PlatGen","Combined","1orMore","2orMore","3orMore","4orMore","SET"
0.9788,0.7949,0.9983,0.9827,0.9831,0.9879,0.9822,0.9896,0.9883,6
0.9952,0.9887,0.9996,0.9983,0.9978,1,0.9996,0.9983,1,6
0.9809,0.9224,0.9584,0.9744,0.9831,0.9775,0.9844,0.9892,0.9952,6
0.9788,0.8812,0.082,0.9718,0.9714,0.8912,0.9653,0.9488,0.5915,6
0.9983,0.997,0.9987,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9653,0.9237,0.6262,0.9918,0.9874,0.9536,0.977,0.9809,0.9631,6
0.99,0.9931,0.9666,0.9896,0.9926,1,0.9974,0.9957,0.9983,6
0.9627,0.9718,0.9935,0.9896,0.9879,1,0.9939,0.9935,0.9978,6
0.9987,0.997,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9076,0.9402,0.7398,0.9744,0.9714,0.9276,0.9718,0.9766,0.974,6
0.9879,0.9978,0.7181,0.9918,0.9944,1,0.9896,0.9952,0.9827,6
0.997,0.997,0.9987,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9874,0.9696,0.2905,0.9939,0.9926,0.9775,0.9887,0.9866,0.8925,6
0.9879,0.9406,0.9922,0.9744,0.9874,0.9861,0.9879,0.9931,0.997,6
0.9961,0.9957,0.4649,0.997,0.9974,1,0.997,0.9978,0.9419,6
0.9987,0.9896,0.9996,0.9991,0.9987,1,0.9996,0.9991,1,6
0.9428,0.9111,0.7212,0.9679,0.9636,0.9185,0.9666,0.9748,0.9727,6
0.9974,0.9662,0.9991,0.9987,0.9987,1,0.9991,0.9987,0.9996,6
0.9974,0.9931,0.9991,0.9987,0.9987,1,0.9996,0.9987,1,6
0.987,0.9566,0.9831,0.9835,0.9879,0.9861,0.9913,0.9935,0.9974,6
0.9991,0.9957,0.9996,0.9987,0.9987,1,0.9996,0.9991,1,6
0.9961,0.951,0.99,0.9952,0.9965,0.9879,0.997,0.9983,0.9983,6
0.9753,0.9211,0.9831,0.9879,0.9853,0.9827,0.9879,0.9922,0.9965,6
0.9874,0.9458,0.9983,0.9874,0.99,0.9926,0.9896,0.9952,0.9978,6
0.9866,0.8578,0.9848,0.9948,0.9926,0.9827,0.9926,0.9935,0.9905,6
0.9731,0.539,0.9857,0.9918,0.9874,0.9827,0.9857,0.9874,0.9536,6
0.8621,0.4206,0.9536,0.9896,0.9757,0.9662,0.974,0.9501,0.925,6
0.9905,0.9814,0.997,0.9918,0.9944,1,0.9974,0.997,1,6
0.9523,0.0971,0.9965,0.9874,0.9796,0.9861,0.9809,0.9814,0.6565,6
0.8968,0.3127,0.6791,0.99,0.9735,0.9228,0.9284,0.8825,0.8252,6
0.9753,0.9124,0.9289,0.9913,0.9879,0.9775,0.9866,0.9896,0.9905,6
0.9345,0.794,0.8803,0.99,0.9801,0.9588,0.977,0.9766,0.9801,6
0.9939,0.9566,0.9718,0.997,0.9965,0.9861,0.9952,0.9978,0.9974,6
0.9636,0.9258,0.9965,0.9848,0.984,0.9861,0.9857,0.9905,0.9965,6
0.9748,0.9454,0.9935,0.9965,0.9948,0.9879,0.9939,0.9952,0.997,6
0.9987,0.9952,0.9957,0.9987,0.9987,1,0.9987,0.9987,1,6
0.9987,0.9792,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9987,0.9944,0.9978,0.9987,0.9987,1,0.9991,0.9987,1,6
0.9731,0.984,0.9141,0.9844,0.9866,0.9926,0.9913,0.9913,0.9961,6
0.9974,0.9965,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9809,0.9887,0.9549,0.9866,0.9887,1,0.9939,0.9935,0.9974,6
0.9987,0.9965,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,6
0.997,0.9922,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,6
0.9918,0.9887,0.9922,0.9987,0.9978,1,0.9987,0.9983,1,6
0.997,0.9961,0.8964,0.9987,0.9978,1,0.9987,0.9983,0.9965,6
0.997,0.9944,0.9991,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9809,0.9944,0.6357,0.9744,0.9861,0.9926,0.9814,0.9892,0.9722,6
0.9575,0.9363,0.6075,0.9601,0.9683,0.9037,0.9666,0.977,0.9588,6
0.9788,0.9389,0.9566,0.9961,0.9939,0.9827,0.9931,0.9926,0.9965,6
0.9974,0.9983,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9905,0.9748,0.9627,0.9952,0.9948,1,0.9939,0.9965,0.9978,6
0.9779,0.8959,0.9931,0.9896,0.987,0.9861,0.9879,0.9926,0.9961,6
0.9905,0.1422,0.3365,0.964,0.9731,0.9185,0.9584,0.6336,0.5121,6
0.9961,0.9931,0.9978,0.997,0.9974,1,0.9991,0.9983,1,6
0.9627,0.9475,0.9289,0.9653,0.9757,0.9775,0.9822,0.987,0.9918,6
0.9961,0.9957,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9987,0.9965,0.9987,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9835,0.9978,0.984,0.9978,0.9974,1,0.9983,0.9983,1,6
0.9376,0.6639,0.8552,0.99,0.9801,0.9493,0.974,0.9675,0.9592,6
0.9809,0.9566,0.9965,0.9874,0.9896,0.9879,0.9913,0.9935,0.9983,6
0.9874,0.9866,0.9879,0.9731,0.9883,1,0.9939,0.9952,0.9983,6
0.9831,0.9931,0.9189,0.9081,0.9835,0.9926,0.9913,0.9887,0.99,6
0.9952,0.9662,0.9228,0.9935,0.9948,0.9926,0.9931,0.9961,0.9965,6
0.9974,0.9853,0.6644,0.9965,0.9974,0.9926,0.997,0.9952,0.9748,6
0.9892,0.99,0.9003,0.9931,0.9948,1,0.9952,0.9952,0.9961,6
0.9406,0.082,0.8868,0.9523,0.9202,0.9276,0.9337,0.9345,0.5859,6
0.9788,0.8109,0.879,0.9766,0.9744,0.9631,0.974,0.9814,0.9827,6
0.9744,0.9497,0.7827,0.9965,0.9935,0.9775,0.9853,0.9874,0.984,6
0.9198,0.9224,0.9623,0.9718,0.9718,0.9744,0.9792,0.9835,0.99,6
0.9987,0.9965,0.9952,0.9987,0.9987,1,0.9987,0.9987,1,6
0.9944,0.9662,0.9974,0.9931,0.9948,0.9926,0.997,0.9978,0.9991,6
0.9961,0.9978,0.0581,0.9983,0.9978,1,0.9983,0.9983,0.5373,6
0.9874,0.9705,0.9922,0.984,0.9896,1,0.9931,0.9952,0.9983,6
0.9944,0.9879,0.6652,0.9978,0.997,0.9926,0.9952,0.9952,0.9757,6
0.9809,0.5529,0.3101,0.9831,0.9722,0.9037,0.9692,0.8578,0.8005,6
0.987,0.9727,0.9796,0.9905,0.9922,1,0.9939,0.9952,0.9983,6
0.9883,0.9545,0.8369,0.9983,0.997,0.9861,0.9931,0.9913,0.9887,6
0.9887,0.977,0.9159,0.9905,0.9926,1,0.9913,0.9944,0.9965,6
0.9978,0.9887,0.9987,0.9987,0.9987,1,0.9996,0.9987,1,6
0.997,0.9922,0.9983,0.9987,0.9983,1,0.9991,0.9987,1,6
0.9874,0.925,0.9965,0.9935,0.9926,0.9861,0.9926,0.9965,0.997,6
0.9527,0.2971,0.0755,0.9918,0.9775,0.9324,0.9284,0.5451,0.3621,6
0.9809,0.9757,0.9649,0.9926,0.9926,1,0.9931,0.9935,0.9974,6
0.9957,0.9922,0.9991,0.9965,0.9974,1,0.9996,0.9983,1,6
0.9809,0.9983,0.9952,0.9957,0.9965,1,0.9987,0.9983,1,6
0.9874,0.9866,0.9926,0.9744,0.9883,1,0.9939,0.9952,0.9991,6
0.9987,0.9892,0.9996,0.9991,0.9987,1,0.9996,0.9991,1,6
0.9926,0.9952,0.9627,0.9883,0.9931,1,0.9974,0.9965,0.9983,6
0.9961,0.9944,0.9983,0.9896,0.9952,1,0.9991,0.9983,1,6
0.9809,0.9757,0.9766,0.9896,0.99,1,0.9931,0.9935,0.9983,6
0.984,0.9909,0.9978,0.9918,0.9926,1,0.9987,0.9965,1,6
0.9748,0.9779,0.9701,0.9857,0.9866,1,0.9913,0.9926,0.9974,6
0.9879,0.9965,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9584,0.9978,0.9996,0.9987,0.9987,1,0.9996,0.9983,0.9991,6
0.9961,0.9961,0.9415,0.9978,0.9974,1,0.9983,0.9983,0.9978,6
0.9809,0.9319,0.9983,0.9735,0.9848,0.9861,0.9857,0.9918,0.9965,6
0.997,0.9944,0.9892,0.9987,0.9987,1,0.9987,0.9987,1,6
0.9961,0.9944,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9913,0.9853,0.9883,0.9978,0.9974,1,0.9983,0.9983,1,6
0.9905,0.9918,0.9731,0.9978,0.9974,1,0.9983,0.9983,0.9991,6
0.9744,0.9874,0.964,0.997,0.9948,1,0.9952,0.9965,0.9978,6
0.9987,0.9844,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9987,0.997,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,6
0.9879,0.9918,0.6821,0.9935,0.9948,0.9926,0.9913,0.9935,0.9775,6
0.9831,0.9952,0.9905,0.9987,0.9978,1,0.9987,0.9983,1,6
0.9788,0.9814,0.4488,0.9835,0.9844,0.9805,0.9792,0.9874,0.9393,6
0.9766,0.8027,0.9983,0.9796,0.9814,0.9861,0.9822,0.9883,0.9887,6
0.9696,0.9887,0.9029,0.9796,0.984,0.9926,0.9883,0.99,0.9948,6
0.9952,0.9965,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9961,0.9883,0.9996,0.9987,0.9987,1,0.9996,0.9983,1,6
0.9584,0.8816,0.7832,0.9744,0.9714,0.9133,0.9692,0.9775,0.9805,6
0.9814,0.9922,0.9996,0.997,0.997,1,0.9996,0.9983,1,6
0.997,0.9853,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.997,0.9913,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.997,0.9965,0.7381,0.9978,0.9978,1,0.9974,0.9983,0.9835,6
0.9974,0.9957,0.9744,0.9926,0.9978,1,0.9983,0.9983,1,6
0.9905,0.9922,0.977,0.9961,0.9965,1,0.9983,0.9978,0.9996,6
0.9788,0.9818,0.9063,0.9783,0.9861,0.9926,0.9874,0.9905,0.9952,6
0.967,0.967,0.9983,0.9883,0.9887,0.9926,0.9931,0.9935,0.9983,6
0.9744,0.9402,0.9935,0.9961,0.9935,0.9879,0.9931,0.9952,0.997,6
0.9584,0.9679,0.4857,0.9653,0.9727,0.9493,0.9696,0.9801,0.9415,6
0.9809,0.9363,0.9983,0.9883,0.9887,0.9879,0.9883,0.9935,0.997,6
0.8951,0.9818,0.8465,0.9653,0.9731,0.9805,0.9757,0.9809,0.9853,6
0.9952,0.9731,0.9996,0.9987,0.9978,1,0.9996,0.9983,1,6
0.9892,0.8734,0.8231,0.9978,0.9952,0.9827,0.9883,0.9857,0.9835,6
0.9809,0.9896,0.9319,0.9866,0.9887,0.9926,0.9939,0.9935,0.9965,6
0.9614,0.9679,0.216,0.9857,0.9827,0.9714,0.974,0.9788,0.8322,6
0.9644,0.9965,0.9996,0.9987,0.9978,1,0.9996,0.9983,0.9991,6
0.9974,0.987,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,6
0.9766,0.9883,0.9835,0.9957,0.9948,1,0.9952,0.9974,0.9991,6
0.9818,0.9831,0.9566,0.9978,0.9965,1,0.9974,0.9957,0.9974,6
0.9983,0.9545,0.9905,0.9987,0.9987,0.9879,0.9987,0.9983,0.9983,6
0.9883,0.9206,0.9952,0.99,0.9913,0.9861,0.9896,0.9957,0.9965,6
0.9892,0.9922,0.9935,0.9883,0.9926,1,0.9987,0.9965,1,6
0.9788,0.9475,0.8725,0.9692,0.9801,0.9744,0.9809,0.9874,0.9892,6
0.9683,0.8998,0.9983,0.974,0.9809,0.9861,0.9814,0.9887,0.9961,6
0.9957,0.9887,0.9952,0.9978,0.9974,1,0.9987,0.9983,1,6
0.9952,0.9957,0.7706,0.9935,0.9952,1,0.9939,0.9965,0.9861,6
0.9961,0.9957,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9809,0.9887,0.9996,0.9987,0.9983,1,0.9996,0.9983,1,6
0.9952,0.9948,0.9991,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9822,0.9905,0.9861,0.9983,0.9974,1,0.9983,0.9983,0.9996,6
0.9788,0.9276,0.4393,0.9861,0.9835,0.9428,0.9757,0.9792,0.935,6
0.9987,0.9887,0.9874,0.9987,0.9987,1,0.9987,0.9987,1,6
0.9961,0.9978,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,6
0.9961,0.9965,0.9996,0.9983,0.9978,1,0.9996,0.9987,1,6
0.9588,0.9926,0.9948,0.9779,0.9874,1,0.9952,0.9918,0.9983,6
0.9983,0.9193,0.9944,0.9952,0.9978,0.9861,0.9983,0.9983,0.9965,6
0.9887,0.9402,0.9996,0.9766,0.9887,1,0.9879,0.9944,0.997,6
0.9796,0.9497,0.9441,0.9731,0.9831,0.9805,0.9853,0.9896,0.9961,6
0.9748,0.9315,0.9974,0.9853,0.9861,0.9879,0.9874,0.9926,0.9965,6
0.9987,0.9662,0.9848,0.9948,0.9983,0.9926,0.9987,0.9983,0.9983,7
0.9965,0.99,0.8213,0.9727,0.9926,0.9926,0.9931,0.9952,0.9887,7
0.9952,0.9727,0.9939,0.9952,0.9965,1,0.9974,0.9983,0.9996,7
0.9874,0.99,0.9501,0.9965,0.9952,1,0.9974,0.9974,0.9974,7
0.9653,0.9887,0.9996,0.9879,0.99,1,0.9987,0.9952,0.9991,7
0.9874,0.925,0.9991,0.9827,0.9887,0.9926,0.9874,0.9952,0.9965,7
0.984,0.9436,0.9571,0.9827,0.9861,0.9827,0.9857,0.9918,0.9965,7
0.9913,0.9679,0.9831,0.9831,0.99,0.9926,0.9926,0.9952,0.9983,7
0.9276,0.9844,0.9983,0.984,0.9861,1,0.9939,0.9918,0.9965,7
0.9913,0.8053,0.8422,0.9987,0.9974,0.9861,0.9913,0.9822,0.9809,7
0.9835,0.6513,0.8556,0.9909,0.9853,0.9631,0.9822,0.977,0.9592,7
0.7866,0.9193,0.1982,0.6171,0.8348,0.7073,0.7446,0.8023,0.7129,7
0.9983,0.9957,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,7
1,0.9948,0.9952,0.9996,0.9987,1,1,0.9996,1,7
1,0.997,0.9983,1,0.9996,1,1,1,1,7
0.9939,0.9662,0.9987,0.9952,0.9952,1,0.9983,0.9983,0.9991,7
0.9788,0.699,0.4792,0.9371,0.9454,0.8669,0.9402,0.9237,0.9111,7
0.9653,0.8183,0.5013,0.9666,0.9636,0.8634,0.9571,0.9532,0.9354,7
0.9337,0.7927,0.4649,0.9827,0.9666,0.8669,0.9493,0.9436,0.9224,7
0.9072,0.9189,0.7784,0.9467,0.9488,0.9072,0.9575,0.9718,0.9775,7
0.9176,0.843,0.621,0.9614,0.9462,0.8591,0.935,0.9536,0.9514,7
0.9306,0.2949,0.7225,0.954,0.9146,0.8634,0.925,0.8968,0.8335,7
0.9467,0.016,0.4874,0.9371,0.889,0.7819,0.9063,0.6852,0.2277,7
0.9271,0.4801,0.0399,0.8699,0.8226,0.6713,0.8226,0.6739,0.3187,7
0.935,0.856,0.6297,0.9618,0.9545,0.8669,0.948,0.9597,0.9536,7
0.948,0.1453,0.7012,0.9484,0.9128,0.8669,0.925,0.8699,0.6704,7
0.9072,0.0382,0.8083,0.9614,0.9198,0.8864,0.9237,0.8929,0.4211,7
0.9558,0.0121,0.7454,0.9588,0.9276,0.8864,0.935,0.8768,0.2533,7
0.9081,0.1735,0.4822,0.9523,0.889,0.7849,0.889,0.7463,0.6349,7
0.9215,0.0499,0.6943,0.9766,0.9484,0.8864,0.9237,0.8491,0.4454,7
0.9788,0.8873,0.742,0.9614,0.9714,0.9276,0.9722,0.9775,0.9748,7
0.9653,0.7628,0.8552,0.9653,0.9649,0.938,0.9644,0.9744,0.974,7
0.9675,0.1058,0.784,0.9467,0.9319,0.9037,0.9428,0.9033,0.6314,7
0.9662,0.9085,0.2164,0.9124,0.9419,0.8634,0.9358,0.9458,0.8096,7
0.9809,0.9211,0.2259,0.9588,0.9714,0.9016,0.9688,0.9653,0.8322,7
0.9753,0.2541,0.2745,0.954,0.9384,0.8591,0.9284,0.6552,0.611,7
0.9818,0.9853,0.9536,0.954,0.984,1,0.9879,0.99,0.9965,7
0.9918,0.9935,0.8369,0.9896,0.9926,1,0.9931,0.9952,0.99,7
0.9987,0.9497,0.9983,0.9987,0.9987,0.9926,0.9987,0.9987,0.9983,7
0.9761,0.9332,0.6123,0.9575,0.9714,0.9185,0.9696,0.9792,0.9614,7
0.9892,0.9831,0.8647,0.9896,0.9918,1,0.9896,0.9931,0.9909,7
0.9879,0.8886,0.8942,0.9918,0.9905,0.9775,0.9866,0.9879,0.9887,7
0.9961,0.8773,0.8998,0.9952,0.9965,0.9827,0.9931,0.99,0.9887,7
0.8148,0.5737,0.5707,0.8955,0.8248,0.7073,0.8461,0.8695,0.8938,7
0.9874,0.843,0.7467,0.9805,0.9822,0.938,0.9792,0.977,0.9727,7
0.9354,0.7528,0.8556,0.9545,0.9432,0.9072,0.9501,0.9666,0.9722,7
0.9527,0.3886,0.9059,0.9614,0.9553,0.9493,0.9614,0.9584,0.9159,7
0.9961,0.9896,0.9983,0.9987,0.9983,1,0.9991,0.9987,1,7
0.9553,0.9705,0.9926,0.99,0.9887,1,0.9931,0.9931,0.997,7
0.9814,0.9042,0.5039,0.9696,0.9748,0.9072,0.9735,0.9744,0.9415,7
0.9983,0.977,0.1761,0.997,0.9978,1,0.997,0.99,0.7901,7
0.9983,0.9918,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9974,0.9202,0.8595,0.9987,0.9974,0.9861,0.9983,0.9913,0.9887,7
0.9801,0.9705,0.9983,0.984,0.9879,1,0.9931,0.9935,0.9983,7
0.9788,0.9748,0.9983,0.9857,0.9887,1,0.9952,0.9935,0.9991,7
0.9931,0.9146,0.9996,0.984,0.9905,0.9926,0.9931,0.9957,0.9965,7
0.9991,0.9931,0.9987,0.9987,0.9987,1,0.9996,0.9991,1,7
0.9991,0.974,0.6149,0.9896,0.9978,1,0.9939,0.9909,0.9683,7
0.997,0.9887,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,7
0.9957,0.9931,0.9488,0.997,0.9974,1,0.9983,0.9983,0.9983,7
0.9991,0.9978,0.9996,0.9987,0.9987,1,0.9996,0.9991,1,7
0.9961,0.984,0.9306,0.987,0.9935,1,0.9939,0.9965,0.9965,7
0.9987,0.9948,0.9614,0.9978,0.9987,1,0.9987,0.9983,0.9991,7
0.9996,0.9879,0.9996,0.9987,0.9987,1,0.9996,0.9996,1,7
0.9952,0.9931,0.827,0.9987,0.9978,1,0.9987,0.9978,0.9896,7
0.9991,0.9922,0.9857,0.9987,0.9987,1,0.9991,0.9987,1,7
0.9996,0.9688,0.9909,1,1,1,1,0.9991,0.9991,7
0.9974,0.9965,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,7
0.9987,0.9879,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9983,0.9965,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,7
0.928,0.1652,0.9753,0.987,0.974,0.9775,0.977,0.9718,0.7663,7
0.9788,0.4337,0.0789,0.9931,0.9861,0.9588,0.9696,0.693,0.4566,7
0.9714,0.9315,0.5663,0.9827,0.9796,0.9324,0.974,0.9805,0.9536,7
0.9731,0.9202,0.709,0.984,0.9801,0.938,0.9792,0.9818,0.974,7
0.9983,0.9705,0.7424,0.9987,0.9987,1,0.9987,0.9931,0.9835,7
0.9974,0.9965,0.9983,0.9987,0.9987,1,0.9991,0.9987,1,7
0.9996,0.8534,0.9801,0.9987,0.9987,0.9926,0.9987,0.9978,0.99,7
0.9631,0.9805,0.9558,0.9692,0.9827,1,0.9866,0.9879,0.9965,7
0.9987,0.9896,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9974,0.9874,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9809,0.9488,0.794,0.984,0.9848,0.9588,0.9822,0.9874,0.9848,7
0.9961,0.4835,0.8031,0.9974,0.9965,0.9805,0.9939,0.9553,0.9328,7
0.9957,0.9896,0.9991,0.9935,0.9965,1,0.9991,0.9983,1,7
0.9983,0.9883,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.8981,0.9814,0.9922,0.9905,0.9887,1,0.9931,0.9926,0.9961,7
0.9913,0.3036,0.6513,0.9926,0.9905,0.9631,0.9844,0.8968,0.827,7
0.9788,0.9454,0.9983,0.9766,0.9853,0.9879,0.9879,0.9913,0.997,7
0.9809,0.9831,0.9948,0.997,0.9952,1,0.9974,0.9978,0.9996,7
0.9987,0.9883,0.9978,0.9987,0.9987,1,0.9991,0.9987,1,7
0.9627,0.9497,0.7619,0.9627,0.9727,0.9428,0.974,0.9818,0.9827,7
0.9709,0.9748,0.6899,0.9809,0.9835,0.9775,0.9809,0.9874,0.9766,7
0.9809,0.951,0.5924,0.9766,0.9822,0.938,0.9757,0.9844,0.9614,7
0.9879,0.9389,0.9844,0.9735,0.9861,0.9827,0.9879,0.9931,0.9965,7
0.3664,0.8049,0.134,0.5989,0.4662,0.3877,0.448,0.497,0.4974,7
0.9996,0.9493,0.9996,0.9987,0.9987,1,0.9996,0.9987,0.9983,7
0.4571,0.6622,0.4722,0.889,0.7142,0.6661,0.7255,0.7389,0.7901,7
0.8673,0.026,0.7407,0.9367,0.8543,0.8105,0.8742,0.8395,0.3469,7
0.856,0.1492,0.2615,0.9601,0.8786,0.7615,0.8226,0.5212,0.4753,7
0.863,0.0247,0.7467,0.9445,0.8656,0.8309,0.8773,0.8435,0.343,7
0.9423,4e-04,0.8408,0.9588,0.9241,0.9016,0.9371,0.9141,0.033,7
0.6817,0.0026,0.7732,0.9532,0.85,0.8361,0.8222,0.7585,0.0971,7
0.9766,0.9471,0.7936,0.9896,0.987,0.9631,0.9831,0.9874,0.9844,7
0.9974,0.9844,0.0729,0.9987,0.9983,1,0.9983,0.9926,0.5885,7
0.9874,0.9428,0.8656,0.9666,0.9831,0.9744,0.9831,0.9874,0.9887,7
0.9631,0.9454,0.9367,0.9835,0.9835,0.9805,0.9853,0.9883,0.9948,7
0.9675,0.719,0.6982,0.9822,0.9714,0.9228,0.9644,0.9536,0.9523,7
0.9853,0.9024,0.0473,0.9861,0.984,0.938,0.9792,0.9584,0.4809,7
0.9618,0.9115,0.2294,0.9896,0.9831,0.9493,0.9666,0.9649,0.8335,7
0.9874,0.7897,0.1548,0.9467,0.9666,0.9037,0.9428,0.918,0.7147,7
0.9883,0.9805,0.977,0.9835,0.99,1,0.9931,0.9935,0.9983,7
0.9939,0.9896,0.9679,0.9896,0.9931,1,0.997,0.997,0.9983,7
0.8612,0.8448,0.1795,0.9627,0.9284,0.8153,0.8977,0.9133,0.7554,7
0.9224,0.8495,0.5291,0.9744,0.9636,0.8669,0.9428,0.9532,0.9402,7
0.964,0.7715,0.4493,0.9905,0.9827,0.9324,0.9631,0.9454,0.9172,7
0.9957,0.9545,0.6609,0.9983,0.9974,0.9861,0.9952,0.9879,0.9727,7
0.9961,0.9506,0.5976,0.997,0.997,0.9805,0.9939,0.9874,0.9631,7
0.9809,0.987,0.7502,0.9835,0.9874,0.9827,0.9853,0.9909,0.9835,7
0.9853,0.931,0.8859,0.9857,0.9866,0.9744,0.9853,0.99,0.9896,7
0.9957,0.9258,0.7641,0.9952,0.9948,0.9775,0.9926,0.9874,0.9827,7
0.9922,0.9436,0.8855,0.99,0.9922,0.9827,0.9874,0.9918,0.99,7
0.9809,0.8899,0.3981,0.9744,0.9748,0.9133,0.9696,0.9696,0.9202,7
0.9853,0.9016,0.8183,0.9735,0.9809,0.9493,0.9814,0.9844,0.984,7
0.9545,0.8218,0.2459,0.9523,0.9341,0.8309,0.9293,0.9315,0.8252,7
0.9761,0.8205,0.3122,0.984,0.974,0.9185,0.9644,0.9454,0.8764,7
0.9753,0.0967,0.2771,0.9796,0.9666,0.8864,0.9527,0.5377,0.4237,7
0.9879,0.9983,0.7706,0.9896,0.9931,1,0.9896,0.9952,0.9861,7
0.9974,0.9987,0.9363,0.9965,0.9978,1,0.9983,0.9983,0.9974,7
0.9332,0.9549,0.4306,0.9857,0.9801,0.9536,0.9718,0.9748,0.9337,7
0.9831,0.8378,0.7559,0.9913,0.9874,0.9493,0.9831,0.9775,0.9727,7
0.997,0.9896,0.9983,0.9987,0.9983,1,0.9991,0.9987,1,7
0.997,0.9905,0.9987,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9228,0.6696,0.9059,0.7563,0.8716,0.9133,0.9098,0.9328,0.9475,7
0.9892,0.4835,0.9848,0.9935,0.9896,0.9827,0.9896,0.9922,0.9445,7
0.9991,0.9831,1,0.9987,0.9987,1,1,0.9991,1,7
0.9731,0.8764,0.9892,0.9809,0.9805,0.9827,0.9822,0.9883,0.9926,7
0.9731,0.8764,0.9892,0.9809,0.9809,0.9827,0.9822,0.9883,0.9926,7
0.9584,0.9727,0.9922,0.9783,0.984,1,0.9887,0.9909,0.9974,7
0.9935,0.9965,0.9519,0.9918,0.9948,1,0.9974,0.9978,0.9983,7
0.9961,0.8495,0.0152,0.9974,0.9965,0.9775,0.9931,0.9432,0.271,7
0.9991,0.8313,0.9731,0.9987,0.9987,0.9879,0.9987,0.9965,0.9892,7
0.997,0.9978,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9831,0.9753,0.9085,0.997,0.9948,1,0.9939,0.9952,0.9961,7
0.9809,0.9358,0.8183,0.984,0.984,0.9588,0.9822,0.9874,0.9861,7
0.9809,0.9189,0.2654,0.9735,0.9753,0.9185,0.9718,0.9718,0.8647,7
0.9935,0.99,0.9592,0.9983,0.9974,1,0.9983,0.9983,0.9983,7
0.9809,0.9883,0.9805,0.9775,0.9874,1,0.9931,0.9926,0.9983,7
0.9983,0.9887,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9983,0.9892,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9931,0.9497,0.2541,0.9887,0.99,0.9714,0.9857,0.9809,0.866,7
0.9987,0.9957,0.9887,0.9991,0.9987,1,0.9991,0.9987,1,7
0.9996,0.9883,0.9996,0.9991,0.9996,1,0.9996,0.9996,1,7
1,0.9662,0.9996,1,1,1,1,1,0.9996,7
0.9996,0.9705,0.9996,0.9996,0.9996,1,0.9996,0.9996,1,7
0.9987,0.9757,0.9996,0.9987,0.9987,1,0.9996,0.9987,1,7
0.9788,0.9488,0.0993,0.9653,0.9731,0.9324,0.9692,0.9735,0.6552,7
0.9224,0.6999,0.4905,0.9428,0.9003,0.7962,0.9141,0.918,0.9124,7
0.9631,0.8833,0.1041,0.9709,0.9666,0.8591,0.9571,0.9475,0.6561,7
0.9445,0.3222,0.7771,0.9545,0.9254,0.8864,0.9371,0.9172,0.866,7
0.9987,0.9402,0.9991,0.9987,0.9987,1,0.9987,0.9987,0.9983,7
0.7181,0.6518,0.9141,0.9063,0.8634,0.9228,0.8998,0.9172,0.9419,7
0.9961,0.9662,0.9892,0.9952,0.9965,0.9926,0.9974,0.9983,0.9991,7
0.9987,0.9662,0.9983,0.9957,0.9983,0.9926,0.9991,0.9983,0.9991,7
0.9996,0.9662,0.9996,0.9987,0.9991,1,0.9996,0.9991,0.9996,7
0.9844,0.9957,0.9996,0.9987,0.9983,1,0.9996,0.9987,1,7
0.9393,0.6167,0.477,0.9436,0.9068,0.7979,0.9237,0.8981,0.8964,7
